country,year,gdp_growth,growth_change,gdp_rolling_avg,cumulative_growth,growth_category
ZAF,1999,2.4,,2.4,2.4,Moderate Growth
ZAF,2011,3.168556,0.7685560000000002,2.784278,5.568556,Moderate Growth
ZAF,2013,2.485468,-0.6830880000000001,2.6846746666666665,8.054024,Moderate Growth
ZMB,1993,6.797274,,6.797274,6.797274,High Growth
ZMB,1999,4.65019,-2.1470839999999995,5.723732,11.447464,Moderate Growth
ZMB,2000,3.897323,-0.7528670000000002,5.114929,15.344787,Moderate Growth
ZMB,2001,5.316868,1.4195450000000003,4.621460333333334,20.661655,Moderate Growth
ZMB,2005,7.235599,1.9187309999999993,5.483263333333333,27.897254,High Growth
ZMB,2006,7.903694,0.6680950000000001,6.818720333333334,35.800948,High Growth
ZMB,2007,8.352436,0.4487420000000011,7.830576333333333,44.153384,High Growth
ZMB,2008,7.773896,-0.5785400000000012,8.010008666666666,51.92728,High Growth
ZMB,2011,5.569252,-2.204644,7.231861333333332,57.496532,Moderate Growth
ZMB,2012,7.597381,2.0281290000000007,6.980176333333333,65.093913,High Growth
ZWE,1993,1.05137,,1.05137,1.05137,Low Growth
ZWE,1999,-0.817895,-1.869265,0.11673749999999994,0.23347499999999988,Negative Growth
ZWE,2000,-3.059118,-2.2412229999999997,-0.941881,-2.825643,Negative Growth
ZWE,2001,1.439517,4.498635,-0.8124986666666666,-1.386126,Low Growth
ZWE,2004,-5.80754,-7.247057,-2.475713666666667,-7.193666,Negative Growth
ZWE,2005,-5.711125,0.09641500000000036,-3.359716,-12.904791,Negative Growth
ZWE,2006,-3.461403,2.249722,-4.9933559999999995,-16.366194,Negative Growth
ZWE,2007,-3.653251,-0.19184800000000024,-4.275259666666666,-20.019445,Negative Growth
ZWE,2008,-17.668999,-14.015747999999999,-8.261217666666665,-37.688444000000004,Negative Growth
ZWE,2011,14.193916,31.862915,-2.3761113333333324,-23.494528000000003,High Growth
ZWE,2012,16.665429,2.471513,4.396782000000001,-6.829098999999999,High Growth
